ICAO,Country,Type,Procedure
SASJ,Argentina,SID,RNP DEPS (RWY 16)
SASJ,Argentina,SID,RNP DEPS (RWY 34)
SASJ,Argentina,STAR,"ALGAR,ASODO,ILPAR,KOVAT,MOXAT & TEGAV 2Q RNP ARRS"
SASJ,Argentina,STAR,"ALGAR,ASODO,ILPAR,KOVAT,MOXAT & TEGAV 2U RNP ARRS"
SASJ,Argentina,IAP,ILS Y RWY 34
SASJ,Argentina,IAP,ILS Z RWY 34
SASJ,Argentina,IAP,RNP RWY 16
SASJ,Argentina,IAP,RNP RWY 34
SASJ,Argentina,IAP,VOR Z RWY 34
SATR,Argentina,IAP,RNP RWY 10
SATR,Argentina,IAP,RNP RWY 28
SATR,Argentina,IAP,VOR Y RWY 10
SATR,Argentina,IAP,VOR Y RWY 28
SATR,Argentina,IAP,VOR Z RWY 10
SATR,Argentina,IAP,VOR Z RWY 28
SAVC,Argentina,SID,"BODUN 1C, ETASO 1C, GILVO 1C RNAV DEPS"
SAVC,Argentina,SID,"BODUN 1G, ETASO 1G, GILVO 1G RNAV DEPS"
SAVC,Argentina,SID,"EGEGU 2C, GATUD 2C, PUBLO 2C, VUKNA 2C RNP DEPS"
SAVC,Argentina,SID,"EGEGU 2G, GATUD 2G, PUBLO 2G, VUKNA 2G RNP DEPS"
SAVC,Argentina,STAR,"BODUN 1Q, ETASO 1Q, GILVO 1Q RNAV ARRS"
SAVC,Argentina,STAR,"BODUN 1U, ETASO 1U, GILVO 1U RNAV ARRS"
SAVC,Argentina,STAR,"EGEGU 2Q, GATUD 2Q, PUBLO 2Q, VUKNA 2Q RNP ARRS"
SAVC,Argentina,STAR,"EGEGU 2U, GATUD 2U, PUBLO 2U, VUKNA 2U RNP ARRS"
SAVC,Argentina,IAP,ILS X RWY 25
SAVC,Argentina,IAP,ILS Z RWY 25
SAVC,Argentina,IAP,RNP RWY 07
SAVC,Argentina,IAP,RNP Z RWY 25
SAVC,Argentina,IAP,VOR Z RWY 25
SAVE,Argentina,IAP,ILS Z RWY 23
SAVE,Argentina,IAP,NO.2 ILS Y RWY 23
SAVE,Argentina,IAP,RNP Y RWY 23
SAVE,Argentina,IAP,RNP Z RWY 23
SAVT,Argentina,SID,"EKATO,GATUD,ORAMU&SILAN 3C,LOMUS&OPSIR 2C RNP DEP"
SAVT,Argentina,SID,"EKATO,GATUD,ORAMU&SILAN 3K,LOMUS&OPSIR 2K RNP DEP"
SAVT,Argentina,STAR,RNP ARRS (RWY 07)
SAVT,Argentina,STAR,RNP ARRS (RWY 25)
SAVT,Argentina,IAP,ILS Y RWY 25
SAVT,Argentina,IAP,ILS Z RWY 25
SAVT,Argentina,IAP,RNP RWY 07
SAVT,Argentina,IAP,RNP RWY 25
SAVT,Argentina,IAP,VOR Z RWY 07
SAVT,Argentina,IAP,VOR Z RWY 25
SAVV,Argentina,SID,"KIGIR 2C, LOMUS 2D, SILUS 2C, USESA 2C RNP DEPS"
SAVV,Argentina,SID,"KIGIR 2G, LOMUS 2H, SILUS 2G, USESA 2G RNP DEPS"
SAVV,Argentina,IAP,RNP RWY 11
SAVV,Argentina,IAP,RNP RWY 29
SAVV,Argentina,IAP,VOR RWY 11
SAVV,Argentina,IAP,VOR RWY 29
SAVY,Argentina,SID,"EKATO,GATUD,ORAMU&SILAN 3M,LOMUS&OPSIR 2M RNAV DEP"
SAVY,Argentina,SID,RNP DEPS (RWY 24)
SAVY,Argentina,IAP,RNP RWY 06
SAVY,Argentina,IAP,RNP RWY 24
SAVY,Argentina,IAP,VOR Z RWY 06
SAVY,Argentina,IAP,VOR Z RWY 24
SAWC,Argentina,SID,"BOKUK 2C, OGTUR 1C RNAV DEPS"
SAWC,Argentina,SID,"BOKUK 2G, OGTUR 1G RNAV DEPS"
SAWC,Argentina,SID,"DEVIS 2D, KIBAR 2C, MUNER 2C, SULSU 2C RNP DEPS"
SAWC,Argentina,SID,"DEVIS 2H, KIBAR 2G, MUNER 2G, SULSU 2G RNP DEPS"
SAWC,Argentina,STAR,"ATEXI 2Q, BOKUK 2Q, MOTNO 1Q, OGTUR 1Q RNAV ARRS"
SAWC,Argentina,STAR,"BOKUK 2U, ESNAM 2U, MOTNO 1U, OGTUR 1U RNAV ARRS"
SAWC,Argentina,STAR,"DEVIS 2Q, MUNER 2Q RNP ARRS"
SAWC,Argentina,STAR,"DEVIS 2U, MUNER 2U RNP ARRS"
SAWC,Argentina,IAP,ILS Y RWY 25
SAWC,Argentina,IAP,ILS Z RWY 25
SAWC,Argentina,IAP,RNP RWY 07
SAWC,Argentina,IAP,RNP RWY 25
SAWC,Argentina,IAP,VOR RWY 07
SAWC,Argentina,IAP,VOR RWY 25
SAWE,Argentina,SID,GEDAB DEP
SAWE,Argentina,IAP,ILS Z RWY 26
SAWE,Argentina,IAP,RNP RWY 08
SAWE,Argentina,IAP,RNP RWY 26
SAWE,Argentina,IAP,VOR Y RWY 26
SAWE,Argentina,IAP,VOR Z RWY 08
SAWE,Argentina,IAP,VOR Z RWY 26
SAWG,Argentina,SID,"DEVIS, IRAVU, KADEB & MUBES 2G, ORABO 1G RNP DEPS"
SAWG,Argentina,SID,"DEVIS, IRAVU, KADEB & MUBES 3C, ORABO 2C RNP DEPS"
SAWG,Argentina,STAR,"DEVIS, IRAVU, KADEB & MUBES 2M, ORABO 1M RNP ARRS"
SAWG,Argentina,STAR,"DEVIS, IRAVU, KADEB & MUBES 3R, ORABO 1R RNP ARRS"
SAWG,Argentina,IAP,ILS Y RWY 26
SAWG,Argentina,IAP,ILS Z RWY 26
SAWG,Argentina,IAP,RNP RWY 08
SAWG,Argentina,IAP,RNP RWY 26
SAWG,Argentina,IAP,VOR RWY 08
SAWG,Argentina,IAP,VOR RWY 26
SAWH,Argentina,SID,"GRA, KEXOP, ROMIV, SUNLI & UGIRA 2A DEPS"
SAWH,Argentina,SID,"GRA, KEXOP, ROMIV, SUNLI & UGIRA 2B DEPS"
SAWH,Argentina,STAR,DABLI 1Q RNP ARR
SAWH,Argentina,IAP,ILS Y RWY 25
SAWH,Argentina,IAP,ILS Z RWY 25
SAWH,Argentina,IAP,RNP Y RWY 25
SAWH,Argentina,IAP,RNP Z RWY 25
SAWH,Argentina,IAP,VOR RWY 25
SAZB,Argentina,SID,"AKNOS, DAMIN, GENAX, KIMID & SANBU 1G RNP DEPS"
SAZB,Argentina,SID,"AKNOS, DAMIN, GENAX, KIMID & SANBU 2C RNP DEPS"
SAZB,Argentina,SID,"DOTRI 1C , MOXAN 1C, PULAS 1C RNP DEPS"
SAZB,Argentina,SID,"DOTRI 2G, MOXAN 2G, PULAS 2G RNP DEPS"
SAZB,Argentina,STAR,"AKNOS, DAMIN, GENAX, KIMID & SANBU 2Q RNP ARRS"
SAZB,Argentina,STAR,"DOTRI 2Q, MOXAN 2Q RNP ARRS"
SAZB,Argentina,STAR,"DOTRI 2U, MOXAN 2U RNP ARRS"
SAZB,Argentina,IAP,ILS Y RWY 17L
SAZB,Argentina,IAP,ILS Z RWY 17L
SAZB,Argentina,IAP,RNP RWY 17L
SAZB,Argentina,IAP,RNP RWY 35R
SAZB,Argentina,IAP,VOR Z RWY 17L
SAZM,Argentina,SID,"ESURO 1C, ROGAS 1C, SIRAN 1C RNAV DEPS"
SAZM,Argentina,SID,"ESURO, PULPA, ROGAS, ROPIS & SIRAN 1G RNAV DEPS"
SAZM,Argentina,SID,"PULPA 1C, PULPA 1D, ROPIS 1C, ROPIS 1D RNAV DEPS"
SAZM,Argentina,STAR,"ESURO,MUDNO,ROGAS,ROPIS,SIRAN & VOTRA 2U RNP ARRS"
SAZM,Argentina,STAR,RNP ARRS (RWY 13)
SAZM,Argentina,IAP,ILS Y RWY 13
SAZM,Argentina,IAP,ILS Z RWY 13
SAZM,Argentina,IAP,RNP RWY 13
SAZM,Argentina,IAP,RNP RWY 31
SAZM,Argentina,IAP,VOR Z RWY 13
SAZM,Argentina,IAP,VOR Z RWY 31
SAZN,Argentina,SID,"EGOBO & PORPA 1C, ILTOS 3C RNP DEPS"
SAZN,Argentina,SID,"EGOBO, ILTOS & PORPA 1G RNP DEPS"
SAZN,Argentina,SID,"KOTOG & NIDBA 3C, OSEKO & UGAGI 1C RNP DEPS"
SAZN,Argentina,SID,"KOTOG, NIDBA, OSEKO & UGAGI 1G RNP DEPS"
SAZN,Argentina,SID,OMNIDIRECTIONAL 1 DEPS (RWY 09)
SAZN,Argentina,SID,OMNIDIRECTIONAL 1 DEPS (RWY 27)
SAZN,Argentina,STAR,"ARTOK & PORPA 1Q, ILTOS 3Q RNP ARRS"
SAZN,Argentina,STAR,"ARTOK 1U, ILTOS & PORPA 4U RNP ARRS"
SAZN,Argentina,STAR,"KOTOG & OSEKO 4U, TIMDO 1U & 1V, UGAGI 2U RNP ARRS"
SAZN,Argentina,STAR,"KOTOG & ROPON 3Q, OSEKO & UGAGI 1Q RNP ARRS"
SAZN,Argentina,IAP,ILS Y RWY 09
SAZN,Argentina,IAP,ILS Z RWY 09
SAZN,Argentina,IAP,RNP RWY 27
SAZN,Argentina,IAP,RNP Z RWY 09
SAZN,Argentina,IAP,VOR RWY 09
SAZN,Argentina,IAP,VOR RWY 27
SAZR,Argentina,SID,"AKPUR, OGLER, TIMKU & XIXOS 2C RNP DEPS"
SAZR,Argentina,SID,"AKPUR, OGLER, TIMKU & XIXOS 2G RNP DEPS"
SAZR,Argentina,IAP,ILS RWY 19
SAZR,Argentina,IAP,RNP RWY 01
SAZR,Argentina,IAP,RNP RWY 19
SAZR,Argentina,IAP,VOR RWY 01
SAZR,Argentina,IAP,VOR Y RWY 19
SAZR,Argentina,IAP,VOR Z RWY 19
SAZS,Argentina,SID,2C RNP DEPS
SAZS,Argentina,SID,2G RNP DEPS
SAZS,Argentina,STAR,1N ARRS
SAZS,Argentina,STAR,2Q RNP ARRS
SAZS,Argentina,IAP,ILS Y RWY 29
SAZS,Argentina,IAP,ILS Z RWY 29
SAZS,Argentina,IAP,RNP RWY 11
SAZS,Argentina,IAP,RNP Y RWY 29
SAZS,Argentina,IAP,RNP Z RWY 29
SAZS,Argentina,IAP,VOR RWY 11
SAZS,Argentina,IAP,VOR RWY 29
SAZT,Argentina,IAP,RNP RWY 01
SAZT,Argentina,IAP,RNP RWY 19
SAZT,Argentina,IAP,VOR Z RWY 01
SAZT,Argentina,IAP,VOR Z RWY 19
SAZY,Argentina,SID,"ALGIL 1D & 1K, ISMIL 1D, SIPUG 1D RNP DEPS"
SAZY,Argentina,SID,"ALGIL 1F, EKOTA 1E, SIPUG 1E DEPS"
SAZY,Argentina,SID,"ALGIL 1H, ISMIL 1H & 1U, SIPUG 1H RNP DEPS"
SAZY,Argentina,SID,"ALGIL 1J, EKOTA 1F, SIPUG 1A DEPS"
SAZY,Argentina,SID,"ALGIL 1L, ISMIL 1L, SIPUG 1L RNP DEPS"
SAZY,Argentina,SID,"ALGIL 1M, ISMIL 1M & 1N, SIPUG 1M RNP DEPS"
SAZY,Argentina,STAR,"ALGIL 1R, ESNUR 1R, NEU 1R & 1S, SIPUG 1R RNP ARRS"
SAZY,Argentina,STAR,"ALGIL 1U, NEU 1U & 1V, SIPUG 1U, TISTU 1U RNP ARRS"
SAZY,Argentina,IAP,RNP W RWY 24
SAZY,Argentina,IAP,RNP X RWY 06
SAZY,Argentina,IAP,RNP X RWY 24
SAZY,Argentina,IAP,VOR RWY 06
SAZY,Argentina,IAP,VOR RWY 24
UDSG,Armenia,SID,"ASMIK, TABAS & TIBLO 1C RNAV DEPS"
UDSG,Armenia,SID,"ASMIK, TABAS & TIBLO 1G RNAV DEPS"
UDSG,Armenia,STAR,ARRS (RWY 02)
UDSG,Armenia,STAR,"ASMIK, OGEVI, REBLO & TIBLO 1J RNAV ARRS"
UDSG,Armenia,IAP,ILS DME RWY 02
UDSG,Armenia,IAP,RNP RWY 02
UDSG,Armenia,IAP,RNP RWY 20
UDSG,Armenia,IAP,VOR DME RWY 02
UDYZ,Armenia,SID,GOSIS & SEVAN 3E RNAV DEPS
UDYZ,Armenia,SID,"GOSIS 4H, SEVAN 3H RNAV DEPS"
UDYZ,Armenia,SID,INDUR & TIBLO 3E RNAV DEPS
UDYZ,Armenia,SID,INDUR & TIBLO 3H RNAV DEPS
UDYZ,Armenia,STAR,"GOSIS, INDUR & SEVAN 4A, LODAC 1A RNAV ARRS"
UDYZ,Armenia,STAR,"GOSIS, INDUR, SEVAN & TIBLO 3B RNAV ARRS"
UDYZ,Armenia,IAP,CAT II ILS DME RWY 08
UDYZ,Armenia,IAP,CIRCLE-TO-LAND WITH PRESCRIBED FLIGHT TRACKS
UDYZ,Armenia,IAP,GLS RWY 08
UDYZ,Armenia,IAP,ILS DME RWY 08
UDYZ,Armenia,IAP,RNP RWY 08
UDYZ,Armenia,IAP,RNP Y RWY 26
UDYZ,Armenia,IAP,RNP Z RWY 26
UDYZ,Armenia,IAP,VOR DME RWY 08
TNCA,Aruba,SID,DEPS (RWY 11)
TNCA,Aruba,SID,DEPS (RWY 29)
TNCA,Aruba,SID,RNAV DEPS (RWY 11)
TNCA,Aruba,SID,RNAV DEPS (RWY 29)
TNCA,Aruba,STAR,RNAV ARRS (RWY 11)
TNCA,Aruba,STAR,RNAV ARRS (RWY 29)
TNCA,Aruba,IAP,ILS Y OR LOC Y RWY 11
TNCA,Aruba,IAP,ILS Z OR LOC Z RWY 11
TNCA,Aruba,IAP,RNP RWY 11
TNCA,Aruba,IAP,RNP RWY 29
TNCA,Aruba,IAP,VOR RWY 11
TNCA,Aruba,IAP,VOR RWY 29
FHAW,Ascension,SID,HUPNO 1 DEP
FHAW,Ascension,IAP,HI-VOR DME OR TACAN RWY 13
FHAW,Ascension,IAP,RNAV RWY 13
FHAW,Ascension,IAP,VOR DME OR TACAN RWY 13
YABA,Australia,STAR,HOODY DME OR GNSS ARR
YABA,Australia,STAR,JOSBU DME OR GNSS ARR
YABA,Australia,STAR,VEMON DME OR GNSS ARR
YABA,Australia,IAP,NDB RWY 32
YABA,Australia,IAP,NDB-Y RWY 14
YABA,Australia,IAP,NDB-Z RWY 14
YABA,Australia,IAP,RNP RWY 14
YABA,Australia,IAP,RNP RWY 32
YAMB,Australia,SID,AMBERLEY 4 DEP (RADAR)
YAMB,Australia,SID,"BOBOP 5A, TATEN 2A RNAV DEPS"
YAMB,Australia,SID,"BOBOP 5T, TATEN 2T DEPS (DOD)"
YAMB,Australia,SID,BRISY 3 DEP
YAMB,Australia,SID,JEDDA & MESED 5A RNAV DEPS
YAMB,Australia,SID,JEDDA & MESED 5T DEPS (DOD)
YAMB,Australia,IAP,ILS-Y RWY 15
YAMB,Australia,IAP,ILS-Z RWY 15
YAMB,Australia,IAP,LOC-Y RWY 15
YAMB,Australia,IAP,LOC-Z RWY 15
YAMB,Australia,IAP,RNP RWY 04
YAMB,Australia,IAP,RNP RWY 15
YAMB,Australia,IAP,RNP RWY 33
YAMB,Australia,IAP,TACAN RWY 15
YAMB,Australia,IAP,TACAN RWY 33
YANG,Australia,IAP,RNP RWY 04
YANG,Australia,IAP,RNP RWY 22
YARM,Australia,STAR,ARMIDALE DME OR GNSS ARR
YARM,Australia,IAP,NDB RWY 05
YARM,Australia,IAP,NDB RWY 23
YARM,Australia,IAP,RNP RWY 05
YARM,Australia,IAP,RNP RWY 23
YATN,Australia,IAP,COPTER RNP 147 DEGREES
YAUR,Australia,IAP,RNP RWY 34
YAYE,Australia,STAR,AYERS ROCK DME OR GNSS ARR
YAYE,Australia,IAP,NDB-Y RWY 31
YAYE,Australia,IAP,NDB-Z RWY 31
YAYE,Australia,IAP,RNP RWY 13
YAYE,Australia,IAP,RNP RWY 31
YAYE,Australia,IAP,"SPECIAL PROCS, SCENIC FLIGHT ROUTES"
YBAF,Australia,SID,ARCHERFIELD 3 DEP (RADAR)
YBAF,Australia,IAP,RNP RWY 28R
YBAF,Australia,IAP,RNP Y RWY 10L
YBAF,Australia,IAP,RNP Z RWY 10L
YBAR,Australia,IAP,RNP RWY 01
YBAR,Australia,IAP,RNP RWY 19
YBAS,Australia,SID,"DESET 4, ELLOW, IDANU & KALUG 3 DEPS"
YBAS,Australia,SID,"DIGLA, GAFER & HONGI 3 DEPS"
YBAS,Australia,SID,"LUGSA, PUMAK & TUMSO 1 RNAV DEPS"
YBAS,Australia,SID,"MATMA & SOTMI 1, PULOL 3, SADEL 4 DEPS"
YBAS,Australia,SID,"RUPUS 1, TENNANT CREEK 3 DEPS"
YBAS,Australia,STAR,SECTOR A DME OR GNSS ARR
YBAS,Australia,STAR,SECTOR B DME OR GNSS ARR
YBAS,Australia,STAR,SECTOR C DME OR GNSS ARR
YBAS,Australia,IAP,ILS-Y OR LOC-Y RWY 12
YBAS,Australia,IAP,ILS-Y OR LOC-Y RWY 12 MNMS
YBAS,Australia,IAP,ILS-Z OR LOC-Z RWY 12
YBAS,Australia,IAP,ILS-Z OR LOC-Z RWY 12 MNMS
YBAS,Australia,IAP,NDB-B
YBAS,Australia,IAP,RNP Z RWY 12
YBAS,Australia,IAP,RNP Z RWY 30
YBAS,Australia,IAP,VOR RWY 12
YBAS,Australia,IAP,VOR RWY 30
YBBN,Australia,SID,"BIXAD 2 RWY 01L,19L,19R RNAV DEP"
YBBN,Australia,SID,BIXAD 2 RWY 01R RNAV DEP
YBBN,Australia,SID,BRISBANE 4 DEP (RADAR)
YBBN,Australia,SID,GUMKI 2 RNAV DEP
YBBN,Australia,SID,SANEG 2 RNAV DEP
YBBN,Australia,SID,SCOTT 4 RNAV DEP
YBBN,Australia,SID,WACKO 4 RNAV DEP
YBBN,Australia,STAR,"BLAKA 8A RWY 01L,19R RNAV ARR"
YBBN,Australia,STAR,"BLAKA 8A RWY 01R,19L RNAV ARR"
YBBN,Australia,STAR,BLAKA 8X RNAV ARR
YBBN,Australia,STAR,"ENLIP 2A RWY 01L,19R RNAV ARR"
YBBN,Australia,STAR,"ENLIP 2A RWY 01R,19L RNAV ARR"
YBBN,Australia,STAR,ENLIP 2X RNAV ARR
YBBN,Australia,STAR,"GOMOL 4A RWY 01L,19R RNAV ARR"
YBBN,Australia,STAR,"GOMOL 4A RWY 01R,19L RNAV ARR"
YBBN,Australia,STAR,GOMOL 4V RNAV ARR
YBBN,Australia,STAR,GOMOL 4X RNAV ARR
YBBN,Australia,STAR,ISPON 2 RNAV ARR
YBBN,Australia,STAR,"MORBI 2A RWY 01L,19R RNAV ARR"
YBBN,Australia,STAR,"MORBI 2A RWY 01R,19L RNAV ARR"
YBBN,Australia,STAR,MORBI 2V RNAV ARR
YBBN,Australia,STAR,"SMOKA 1A RWY 01L,19R RNAV ARR"
YBBN,Australia,STAR,"SMOKA 1A RWY 01R,19L RNAV ARR"
YBBN,Australia,STAR,SMOKA 1M RNAV ARR
YBBN,Australia,STAR,SMOKA 1X RNAV ARR
YBBN,Australia,STAR,"TEBOT 2A RWY 01L,19R RNAV ARR"
YBBN,Australia,STAR,"TEBOT 2A RWY 01R,19L RNAV ARR"
YBBN,Australia,STAR,TEBOT 2X RNAV ARR
YBBN,Australia,STAR,"UGTUG 2A RWY 01L,19R RNAV ARR"
YBBN,Australia,STAR,"UGTUG 2A RWY 01R,19L RNAV ARR"
YBBN,Australia,STAR,UGTUG 2X RNAV ARR
YBBN,Australia,STAR,"WOODY 2A RWY 01L,19R RNAV ARR"
YBBN,Australia,STAR,"WOODY 2A RWY 01R,19L RNAV ARR"
YBBN,Australia,STAR,WOODY 2V RNAV ARR
YBBN,Australia,IAP,ILS OR LOC RWY 01L
YBBN,Australia,IAP,ILS OR LOC RWY 01R
YBBN,Australia,IAP,ILS OR LOC RWY 19L
YBBN,Australia,IAP,ILS OR LOC RWY 19R
YBBN,Australia,IAP,INDEPENDENT PARALLEL APPROACH USER INSTRUCTIONS
YBBN,Australia,IAP,RNP M RWY 01R (AR)
YBBN,Australia,IAP,RNP R RWY 01R (AR)
YBBN,Australia,IAP,RNP S RWY 01R (AR)
YBBN,Australia,IAP,RNP S RWY 19L (AR)
YBBN,Australia,IAP,RNP T RWY 01R
YBBN,Australia,IAP,RNP T RWY 19L
YBBN,Australia,IAP,RNP X RWY 01L (AR)
YBBN,Australia,IAP,RNP X RWY 01R (AR)
YBBN,Australia,IAP,RNP X RWY 19L (AR)
YBBN,Australia,IAP,RNP X RWY 19R (AR)
YBBN,Australia,IAP,RNP Z RWY 01L
YBBN,Australia,IAP,RNP Z RWY 01R
YBBN,Australia,IAP,RNP Z RWY 19L
YBBN,Australia,IAP,RNP Z RWY 19R
YBCG,Australia,SID,APAGI 5 RNAV DEP
YBCG,Australia,SID,GOLD COAST 7 DEP (RADAR)
YBCG,Australia,STAR,BERNI 4A RWY 14 RNAV ARR
YBCG,Australia,STAR,BERNI 4A RWY 32 RNAV ARR
YBCG,Australia,STAR,BERNI 4V RWY 14 RNAV ARR
YBCG,Australia,STAR,BERNI 4V RWY 32 RNAV ARR
YBCG,Australia,STAR,BERNI 4Y RNAV ARR
YBCG,Australia,STAR,LAMSI 3A RNAV ARR
YBCG,Australia,STAR,LAMSI 3Y RNAV ARR
YBCG,Australia,STAR,SECTOR A DME OR GNSS ARR
YBCG,Australia,STAR,SECTOR B DME OR GNSS ARR
YBCG,Australia,IAP,ILS-Z OR LOC-Z RWY 14
YBCG,Australia,IAP,NDB OR VOR RWY 14
YBCG,Australia,IAP,NDB-A OR VOR-A
YBCG,Australia,IAP,NDB-Y OR VOR-Y RWY 32
YBCG,Australia,IAP,NDB-Z OR VOR-Z RWY 32
YBCG,Australia,IAP,RNP W RWY 14 (AR)
YBCG,Australia,IAP,RNP X RWY 32 (AR)
YBCG,Australia,IAP,RNP Y RWY 14 (AR)
YBCG,Australia,IAP,RNP Y RWY 32 (AR)
YBCG,Australia,IAP,RNP Z RWY 14
YBCG,Australia,IAP,RNP Z RWY 32
YBCK,Australia,IAP,RNP RWY 06
YBCK,Australia,IAP,RNP RWY 24
YBCS,Australia,SID,AKROM 1 DEP
YBCS,Australia,SID,CAIRNS 2 DEP (RADAR)
YBCS,Australia,SID,EAZEE 3 DEP
YBCS,Australia,SID,NONUM 1 DEP
YBCS,Australia,STAR,"CODIE 1A, 1X & 1Z RNAV ARR"
YBCS,Australia,STAR,HENDO 2A & 2Y RNAV ARR
YBCS,Australia,STAR,KASPI 1B RNAV ARR
YBCS,Australia,STAR,KASPI 1V RNAV ARR
YBCS,Australia,STAR,KEEWI 4A RNAV ARR
YBCS,Australia,STAR,KEEWI 4V RNAV ARR
YBCS,Australia,STAR,KEEWI 4X RNAV ARR
YBCS,Australia,STAR,KEEWI 4Y RNAV ARR
YBCS,Australia,STAR,LAMEK DME OR GNSS ARR
YBCS,Australia,STAR,NONIR DME OR GNSS ARR
YBCS,Australia,STAR,"NONUM 5A, 5B & 5Z RNAV ARRS"
YBCS,Australia,STAR,NONUM 5V RNAV ARRS
YBCS,Australia,STAR,NONUM 5W RNAV ARR
YBCS,Australia,STAR,OLSIN DME OR GNSS ARR
YBCS,Australia,STAR,TOTTY 5W RNAV ARR
YBCS,Australia,STAR,"UPOLO 2A, 2B & 2Z RNAV ARRS"
YBCS,Australia,STAR,UPOLO 2V RNAV ARR
YBCS,Australia,STAR,UPOLO 2X RNAV ARR
YBCS,Australia,IAP,ILS-Y OR LOC-Y RWY 15
YBCS,Australia,IAP,ILS-Y OR LOC-Y RWY 15 MNMS
YBCS,Australia,IAP,ILS-Z OR LOC-Z RWY 15
YBCS,Australia,IAP,ILS-Z OR LOC-Z RWY 15 MNMS
YBCS,Australia,IAP,LOC-W RWY 33
YBCS,Australia,IAP,LOC-X RWY 33
YBCS,Australia,IAP,LOC-Y RWY 33
YBCS,Australia,IAP,LOC-Z RWY 33
YBCS,Australia,IAP,NDB-A OR VOR-A
YBCS,Australia,IAP,NDB-B OR VOR-B
YBCS,Australia,IAP,RNP W RWY 15 (AR)
YBCS,Australia,IAP,RNP W RWY 33 (AR)
YBCS,Australia,IAP,RNP X RWY 15 (AR)
YBCS,Australia,IAP,RNP X RWY 33 (AR)
YBCS,Australia,IAP,RNP Y RWY 15 (LNAV/VNAV ONLY)
YBCS,Australia,IAP,RNP Y RWY 33 (AR)
YBCS,Australia,IAP,RNP Z RWY 15
YBCV,Australia,STAR,CHARLEVILLE GNSS ARR
YBCV,Australia,IAP,NDB-A
YBCV,Australia,IAP,RNP RWY 12
YBCV,Australia,IAP,RNP RWY 30
YBDG,Australia,IAP,RNP RWY 17
YBDG,Australia,IAP,RNP RWY 35
YBDV,Australia,IAP,NDB RWY 32
YBDV,Australia,IAP,RNP RWY 14
YBDV,Australia,IAP,RNP RWY 32
YBGD,Australia,IAP,RNP RWY 08
YBGD,Australia,IAP,RNP RWY 26
YBGO,Australia,IAP,RNP RWY 15
YBGO,Australia,IAP,RNP RWY 33
YBHI,Australia,STAR,BROKEN HILL DME OR GNSS ARR
YBHI,Australia,IAP,NDB RWY 05
YBHI,Australia,IAP,RNP RWY 05
YBHI,Australia,IAP,RNP RWY 23
YBHI,Australia,IAP,VOR RWY 05
YBHI,Australia,IAP,VOR RWY 23
YBHM,Australia,IAP,RNP W RWY 14 (AR)
YBHM,Australia,IAP,RNP W RWY 32 (AR)
YBHM,Australia,IAP,RNP X RWY 32 (AR)
YBHM,Australia,IAP,RNP Y RWY 14 (AR)
YBHM,Australia,IAP,RNP Y RWY 32 (LNAV/VNAV ONLY)
YBHM,Australia,IAP,RNP Z RWY 14
YBHM,Australia,IAP,RNP Z RWY 32
YBIE,Australia,IAP,RNP RWY 14
YBIE,Australia,IAP,RNP RWY 32
YBKE,Australia,IAP,NDB RWY 05
YBKE,Australia,IAP,RNP RWY 05
YBKE,Australia,IAP,RNP RWY 23
YBKT,Australia,IAP,RNP RWY 03
YBKT,Australia,IAP,RNP RWY 21
YBLA,Australia,IAP,RNP RWY 26
YBLN,Australia,SID,BUSSELTON 1 RNAV DEP
YBLN,Australia,STAR,SECTOR A GNSS ARR
YBLN,Australia,STAR,SECTOR B GNSS ARR
YBLN,Australia,IAP,NDB RWY 03
YBLN,Australia,IAP,NDB RWY 21
YBLN,Australia,IAP,RNP W RWY 03 (AR)
YBLN,Australia,IAP,RNP X RWY 03 (AR)
YBLN,Australia,IAP,RNP X RWY 21 (AR)
YBLN,Australia,IAP,RNP Z RWY 03
YBLN,Australia,IAP,RNP Z RWY 21
YBLT,Australia,SID,BALLARAT 1 DEP
YBLT,Australia,IAP,RNP RWY 18
YBLT,Australia,IAP,RNP RWY 36
YBMA,Australia,STAR,MT ISA DME OR GNSS ARR
YBMA,Australia,IAP,NDB-A OR VOR-A
YBMA,Australia,IAP,RNP Z RWY 16
YBMA,Australia,IAP,RNP Z RWY 34
YBMA,Australia,IAP,VOR RWY 16
YBMK,Australia,SID,CLIFT 3 RNAV DEP
YBMK,Australia,SID,MACKAY 2 DEP (RADAR)
YBMK,Australia,SID,MUNAR 1 RNAV DEP
YBMK,Australia,STAR,DAGSI 1 RNAV ARR
YBMK,Australia,STAR,SECTOR A DME OR GNSS ARR
YBMK,Australia,STAR,SECTOR B DME OR GNSS ARR
YBMK,Australia,STAR,SECTOR C DME OR GNSS ARR
YBMK,Australia,STAR,SECTOR D DME OR GNSS ARR
YBMK,Australia,STAR,SECTOR E DME OR GNSS ARR
YBMK,Australia,STAR,WELKE 1 RNAV ARR
YBMK,Australia,IAP,NDB-A OR VOR-A
YBMK,Australia,IAP,RNP RWY 14
YBMK,Australia,IAP,RNP RWY 32
YBMK,Australia,IAP,VOR RWY 14
YBMK,Australia,IAP,VOR RWY 32
YBNA,Australia,IAP,NDB RWY 24
YBNA,Australia,IAP,RNP X RWY 06 (AR)
YBNA,Australia,IAP,RNP X RWY 24 (AR)
YBNA,Australia,IAP,RNP Z RWY 06
YBNA,Australia,IAP,RNP Z RWY 24
